Indicator Type,Indicator Category,Indicator Name,Sub-indicator Name,Sub-indicator Parameter,Sub-indicator Unit,Indicator Code,Member State Code,Member State Name,Time Period,Data,Flag
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IE,Ireland,2019,333834915,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IE,Ireland,2019,62321742.27,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IE,Ireland,2019,15099613.05,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IE,Ireland,2019,412663684.07,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IE,Ireland,2019,74130176.52,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IE,Ireland,2019,45487950.3,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IE,Ireland,2019,335267616.19,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IE,Ireland,2019,33030523.43,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IE,Ireland,2019,8002794.91,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IE,Ireland,2019,224578024.32,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IE,Ireland,2019,41089840.74,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IE,Ireland,2019,28566432.79,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IE,Ireland,2016,1208265278,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IE,Ireland,2016,811866385.37,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IE,Ireland,2016,358762644.15,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IE,Ireland,2016,19468019.5,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IE,Ireland,2016,2957558.48,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IE,Ireland,2016,22897423,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IE,Ireland,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IE,Ireland,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IE,Ireland,2016,19779042,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IE,Ireland,2016,1230608,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,IE,Ireland,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IE,Ireland,2016,227768,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IE,Ireland,2016,1623766,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IE,Ireland,2016,36239,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IE,Ireland,2016,0,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IE,Ireland,2016,254477771,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IE,Ireland,2016,22426769.98,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IE,Ireland,2016,954932.78,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IE,Ireland,2016,368490959.52,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IE,Ireland,2016,63266094.74,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IE,Ireland,2016,9096914.51,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IE,Ireland,2016,253514778.3,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IE,Ireland,2016,11886188.11,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IE,Ireland,2016,506114.37,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IE,Ireland,2016,200163161.27,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IE,Ireland,2016,35241673.21,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IE,Ireland,2016,5717641.34,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2018,3633577996,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2018,1976798410.13,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2018,1035471249.89,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IT,Italy,2018,75420011.38,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,IT,Italy,2018,103264686.38,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IT,Italy,2018,406838888.17,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2018,631086287,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2018,25285442,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2018,313466568,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2018,1240,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2018,17098791,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2018,240258898,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IT,Italy,2018,24950997,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IT,Italy,2018,2909968,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IT,Italy,2018,7114383,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IT,Italy,2018,1448657429,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IT,Italy,2018,602938908.99,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IT,Italy,2018,820531116.26,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IT,Italy,2018,1143516219.19,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IT,Italy,2018,121787061.77,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IT,Italy,2018,248651379.45,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IT,Italy,2018,1423482848.53,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IT,Italy,2018,291250252.3,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IT,Italy,2018,381322102.06,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IT,Italy,2018,578859811.71,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IT,Italy,2018,55483920.44,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IT,Italy,2018,116566762.02,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2004,80778962.12,
Output_Pillar I,Direct payments,OID_04 Redistributive payment,Expenditure redistributive payment,Total,euro,OID_04_3,IT,Italy,2004,-224411785.5,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2004,36253958.85,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2003,0,
Output_Pillar I,Direct payments,OID_04 Redistributive payment,Expenditure redistributive payment,Total,euro,OID_04_3,IT,Italy,2003,-278689470.62,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2003,0,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2015,3833811707,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2015,2223798198.92,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2015,1039275818.52,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IT,Italy,2015,28497822.39,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,IT,Italy,2015,142693621,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IT,Italy,2015,362250668.17,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2015,661591898,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2015,35423602,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2015,320965103,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2015,26347320,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2015,7563416,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,IT,Italy,2015,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2015,241996307,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IT,Italy,2015,23336412,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IT,Italy,2015,2733555,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IT,Italy,2015,3226183,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IT,Italy,2015,1363526148,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IT,Italy,2015,220405387.77,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IT,Italy,2015,80323148.1,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IT,Italy,2015,389738050.17,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IT,Italy,2015,78598067.65,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IT,Italy,2015,43265361.89,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IT,Italy,2015,408950185.04,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IT,Italy,2015,115437173.95,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IT,Italy,2015,40442916.51,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IT,Italy,2015,190050359.61,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IT,Italy,2015,40777210.17,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IT,Italy,2015,22242524.8,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2017,3675691608,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2017,2011349645.95,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2017,1018393370.22,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IT,Italy,2017,40107200.94,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,IT,Italy,2017,142392642.44,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IT,Italy,2017,420867240.01,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2017,640306928,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2017,34004493,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2017,308582108,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2017,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2017,14121222,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,IT,Italy,2017,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2017,249209480,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IT,Italy,2017,31375016,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IT,Italy,2017,2892551,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IT,Italy,2017,122058,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IT,Italy,2017,1045377015,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IT,Italy,2017,471157087.3,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IT,Italy,2017,421930958.49,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IT,Italy,2017,1071532016.46,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IT,Italy,2017,96446209.88,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IT,Italy,2017,56996713.25,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IT,Italy,2017,1044334981.08,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IT,Italy,2017,228958951.31,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IT,Italy,2017,194371183.77,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IT,Italy,2017,547596402.02,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IT,Italy,2017,43699287.88,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IT,Italy,2017,29709156.1,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2014,3920202811,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2014,630157269,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2014,33898848,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2014,323062972,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2014,2488755,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2014,6492633,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,IT,Italy,2014,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2014,230470238,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IT,Italy,2014,28802669,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IT,Italy,2014,2705233,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IT,Italy,2014,2235921,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IT,Italy,2014,1446766963,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IT,Italy,2014,12305687.28,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IT,Italy,2014,22552484.23,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IT,Italy,2014,8477162.31,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IT,Italy,2014,18671333.17,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IT,Italy,2014,5306212.34,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IT,Italy,2014,9709768.44,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IT,Italy,2014,3655352.39,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2019,3599133346,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2019,1961781384.3,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2019,1028666215.86,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IT,Italy,2019,73547333.13,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,IT,Italy,2019,76435237.34,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IT,Italy,2019,426920462.24,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2019,677513904,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2019,23137838,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2019,321173771,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2019,70564,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2019,19150528,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2019,274753128,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,School schemes (fruit and milk),euro,OIM_00_3g,IT,Italy,2019,22202014,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Bee-keeping,euro,OIM_00_3h,IT,Italy,2019,3433757,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Other markets,euro,OIM_00_3i,IT,Italy,2019,13592304,
Output_Pillar II,Rural Development,OIR_00 Total Rural Development expenditure,total RD expenditure,total (EU funds),euro,OIR_00_2,IT,Italy,2019,1525918537,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 2,total (EU funds + National cofinancing),euro,OIR_01a_1.1,IT,Italy,2019,633883260.52,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 3,total (EU funds + National cofinancing),euro,OIR_01a_1.2,IT,Italy,2019,721046676,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  4,total (EU funds + National cofinancing),euro,OIR_01a_1.3,IT,Italy,2019,1302468453.57,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority  5,total (EU funds + National cofinancing),euro,OIR_01a_1.4,IT,Italy,2019,180561884.49,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total public expenditure under Priority 6,total (EU funds + National cofinancing),euro,OIR_01a_1.5,IT,Italy,2019,173896474.63,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU  expenditure (P2-P6),EU funds,euro,OIR_01b_1,IT,Italy,2019,1502299967.51,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 2,EU funds,euro,OIR_01b_1.1,IT,Italy,2019,319763419.22,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 3,EU funds,euro,OIR_01b_1.2,IT,Italy,2019,345473453.1,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 4,EU funds,euro,OIR_01b_1.3,IT,Italy,2019,669085642.91,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 5,EU funds,euro,OIR_01b_1.4,IT,Italy,2019,83352875.14,
Output_Pillar II,Rural Development,OIR_01 Total public expenditure,total EU expenditure under Priority 6,EU funds,euro,OIR_01b_1.5,IT,Italy,2019,84624577.14,
Output_Pillar I,Direct payments,OID_00 Direct payments (DP),Expenditure direct payments,Total,euro,OID_00_4,IT,Italy,2016,3794981101,
Output_Pillar I,Direct payments,OID_01 Basic Payment Scheme (BPS),Expenditure Basic Payment Scheme,Total,euro,OID_01_3,IT,Italy,2016,2095624886.32,
Output_Pillar I,Direct payments,OID_05 Greening,Expenditure greening,Total,euro,OID_05_4,IT,Italy,2016,1044079277.77,
Output_Pillar I,Direct payments,OID_12 Payment for young farmers,Expenditure young farmers,Total,euro,OID_12_3,IT,Italy,2016,32465637.38,
Output_Pillar I,Direct payments,"OID_13 Small farmers' scheme",Expenditure small farmers,Total,euro,OID_13_3,IT,Italy,2016,177333351.07,
Output_Pillar I,Direct payments,OID_14 Voluntary coupled support,Expenditure voluntary coupled support,Total,euro,OID_14_5,IT,Italy,2016,400759081.98,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Total,euro,OIM_00_3,IT,Italy,2016,649301496,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Olive oil,euro,OIM_00_3a,IT,Italy,2016,32186722,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Wine,euro,OIM_00_3b,IT,Italy,2016,323463479,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Milk and milk products,euro,OIM_00_3c,IT,Italy,2016,3628325,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Promotion activities,euro,OIM_00_3d,IT,Italy,2016,12736881,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,POSEI,euro,OIM_00_3e,IT,Italy,2016,0,
Output_Pillar I,Market measures,OIM_00 Market Expenditure,Market measures,Fruit and Vegetables,euro,OIM_00_3f,IT,Italy,2016,234154241,
